Geography,Concept,Unit,Frequency,Period,Value
Mexico,"BOP Factor Service Balance, % of GDP",Percentage,Annual,1/1/2024,-3.260241237
Mexico,"Nominal NIA Imports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2017,8.967208572
Mexico,"Nominal NIA Imports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2018,10.26078157
Mexico,"Nominal NIA Imports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2019,-1.604749987
Mexico,"Nominal NIA Imports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2020,-17.67004663
Mexico,"Nominal NIA Imports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2021,33.32336006
Mexico,"Nominal NIA Imports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2022,19.56290126
Mexico,"Nominal NIA Imports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2023,5.71979256
Mexico,"Nominal NIA Imports in U.S. Dollars, Growth Rate, Year-on-Year",Percent change year ago,Annual,1/1/2024,1.420463746
Mexico,"Secondary income, BOP, USD",U.S. Dollar,Annual,1/1/2017,30.14341981
Mexico,"Secondary income, BOP, USD",U.S. Dollar,Annual,1/1/2018,33.25148914
Mexico,"Secondary income, BOP, USD",U.S. Dollar,Annual,1/1/2019,36.13316815
Mexico,"Secondary income, BOP, USD",U.S. Dollar,Annual,1/1/2020,40.79595998
Mexico,"Secondary income, BOP, USD",U.S. Dollar,Annual,1/1/2021,51.34525253
Mexico,"Secondary income, BOP, USD",U.S. Dollar,Annual,1/1/2022,58.0697196
Mexico,"Secondary income, BOP, USD",U.S. Dollar,Annual,1/1/2023,59.28923279
Mexico,"Secondary income, BOP, USD",U.S. Dollar,Annual,1/1/2024,60.75788013
Mexico,"Real GDP at Factor Cost: Services, US$",U.S. Dollar,Annual,1/1/2017,735.6242351
Mexico,"Real GDP at Factor Cost: Services, US$",U.S. Dollar,Annual,1/1/2018,757.1566316
Mexico,"Real GDP at Factor Cost: Services, US$",U.S. Dollar,Annual,1/1/2019,761.4224892
Mexico,"Real GDP at Factor Cost: Services, US$",U.S. Dollar,Annual,1/1/2020,704.9623832
Mexico,"Real GDP at Factor Cost: Services, US$",U.S. Dollar,Annual,1/1/2021,734.8740454
Mexico,"Real GDP at Factor Cost: Services, US$",U.S. Dollar,Annual,1/1/2022,755.1228776
Mexico,"Real GDP at Factor Cost: Services, US$",U.S. Dollar,Annual,1/1/2023,774.7359361
Mexico,"Real GDP at Factor Cost: Services, US$",U.S. Dollar,Annual,1/1/2024,787.5317171
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current) in LCU, General government",Percentage,Annual,1/1/2017,-3.087579972
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current) in LCU, General government",Percentage,Annual,1/1/2018,7.847603259
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current) in LCU, General government",Percentage,Annual,1/1/2019,3.636783396
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current) in LCU, General government",Percentage,Annual,1/1/2020,3.494131563
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current) in LCU, General government",Percentage,Annual,1/1/2021,12.35680754
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current) in LCU, General government",Percentage,Annual,1/1/2022,12.14868789
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current) in LCU, General government",Percentage,Annual,1/1/2023,9.15609964
Mexico,"Growth Rate: Unspecified Expenditure (Total otherwise Current) in LCU, General government",Percentage,Annual,1/1/2024,9.190072213
Mexico,"Real Inventory Investment, lcu",Mexican Peso,Annual,1/1/2017,164.1930575
Mexico,"Real Inventory Investment, lcu",Mexican Peso,Annual,1/1/2018,99.53979431
Mexico,"Real Inventory Investment, lcu",Mexican Peso,Annual,1/1/2019,105.7201716
Mexico,"Real Inventory Investment, lcu",Mexican Peso,Annual,1/1/2020,24.6787475
Mexico,"Real Inventory Investment, lcu",Mexican Peso,Annual,1/1/2021,69.00164586
Mexico,"Real Inventory Investment, lcu",Mexican Peso,Annual,1/1/2022,69.7097105
Mexico,"Real Inventory Investment, lcu",Mexican Peso,Annual,1/1/2023,65.09801287
Mexico,"Real Inventory Investment, lcu",Mexican Peso,Annual,1/1/2024,49.61516974
Mexico,"Primary income, BOP, USD",U.S. Dollar,Annual,1/1/2017,-29.66067526
Mexico,"Primary income, BOP, USD",U.S. Dollar,Annual,1/1/2018,-32.73486404
Mexico,"Primary income, BOP, USD",U.S. Dollar,Annual,1/1/2019,-36.82747413
Mexico,"Primary income, BOP, USD",U.S. Dollar,Annual,1/1/2020,-36.80961157
Mexico,"Primary income, BOP, USD",U.S. Dollar,Annual,1/1/2021,-33.70487714
Mexico,"Primary income, BOP, USD",U.S. Dollar,Annual,1/1/2022,-33.58257133
Mexico,"Primary income, BOP, USD",U.S. Dollar,Annual,1/1/2023,-48.09607048
Mexico,"Primary income, BOP, USD",U.S. Dollar,Annual,1/1/2024,-57.69694696
